plot_name,source_file,source_sheet,room,device,group_name,measure_name,valley_x,start_level,valley_level,end_level,drop,recover,recover_ratio,pre_down_ratio,post_up_ratio,sign_change_ratio,dynamic_range,end_drop,shape_class,shape_class_cn,reason,src_path,copied_path
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__1节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,7#UPS蓄电池组2,未知组,1节电池电压,0.23889739663093415,0.9825429153291374,0.01066821840748249,0.8016196295186045,0.971874696921655,0.7909514111111221,0.813840933201126,0.2692307692307692,0.125,0.009708737864077669,0.4155755988732951,0.19605275918841658,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__1节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__1节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__209节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,7#UPS蓄电池组2,未知组,209节电池电压,0.22358346094946402,0.47151675484892386,0.0012345679012315193,0.8317166372701392,0.47028218694769236,0.8304820693689077,1.765922866424358,0.2191780821917808,0.22924901185770752,0.01744186046511628,0.5945091122854226,0.16064079952929167,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__209节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__209节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__210节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,7#UPS蓄电池组2,未知组,210节电池电压,0.22358346094946402,0.4828431372537184,0.002859477124175998,0.835463352005422,0.4799836601295424,0.832603874881246,1.734650452313074,0.2191780821917808,0.25691699604743085,0.016129032258064516,0.5524743230612044,0.15695028011166,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__210节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__210节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__218节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,7#UPS蓄电池组2,未知组,218节电池电压,0.22358346094946402,0.4909617409605347,0.003159003158995397,0.8246753246732983,0.48780273780153927,0.8215163215143029,1.684115844721679,0.2191780821917808,0.2845849802371542,0.023923444976076555,0.52156312156184,0.16543816543775913,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__218节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__218节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__225节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,7#UPS蓄电池组2,未知组,225节电池电压,0.20673813169984687,0.5063638358557567,0.0038402457757207974,0.5255102040804218,0.5025235900800359,0.521669958304701,1.038100434615448,0.23703703703703705,0.19729206963249515,0.0106951871657754,0.44381171823465876,0.46505376343978866,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__225节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__225节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__3节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,7#UPS蓄电池组2,未知组,3节电池电压,0.21898928024502298,0.46615581098220654,0.03022562792670015,0.8503922641831956,0.4359301830555064,0.8201666362564954,1.881417406398417,0.2097902097902098,0.30844793713163066,0.014018691588785047,0.5584990573482054,0.13458614608005504,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__3节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__3节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__42节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,7#UPS蓄电池组2,未知组,42节电池电压,0.43797856049004597,0.9108446298183,0.03116672459722987,0.97416290116546,0.87967790522107,0.9429961765682301,1.0719789253536711,0.13986013986013987,0.3743169398907104,0.005681818181818182,0.7168578380222328,-0.0049820414783677824,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__42节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__7#UPS蓄电池组2__未知组__42节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组1__未知组__202节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组1,未知组,202节电池电压,0.222052067381317,0.9975914080358608,0.017294479980989784,0.8385058832792214,0.980296928054871,0.8212114032982316,0.8377170007968731,0.22758620689655173,0.09072978303747535,0.01282051282051282,0.341735765615229,0.16149411671746194,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组1__未知组__202节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组1__未知组__202节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组1__未知组__218节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组1,未知组,218节电池电压,0.22358346094946402,0.9951758481137722,0.010659819483314058,0.7968409586030605,0.9845160286304582,0.7861811391197464,0.7985457986040537,0.2328767123287671,0.09090909090909091,0.012658227848101266,0.39638966697660694,0.20238095238029075,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组1__未知组__218节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组1__未知组__218节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组1__未知组__58节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组1,未知组,58节电池电压,0.4900459418070444,0.9305816135049507,0.008308764406294205,0.9818189940104319,0.9222728490986565,0.9735102296041377,1.0555555544110404,0.1375,0.23795180722891565,0.00819672131147541,0.8901098901065501,-0.004065040650391261,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组1__未知组__58节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组1__未知组__58节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__116节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,116节电池电压,0.557427258805513,0.9879759518998477,0.006202881954360099,0.9823456436643516,0.9817730699454875,0.9761427617099915,0.9942651622843212,0.43956043956043955,0.21180555555555555,0.004545454545454545,0.9404905048153925,0.00563030823549604,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__116节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__116节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__120节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,120节电池电压,0.40888208269525267,0.915057915054382,0.0011031439602825581,0.9833609119285436,0.9139547710940995,0.982257767968261,1.0747334528574781,0.19101123595505617,0.22597402597402597,0.0072992700729927005,0.9304100018349809,-0.003952932524345587,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__120节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__120节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__134节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,134节电池电压,0.442572741194487,0.9894894894850325,0.006971256971225568,0.9485199485156759,0.9825182325138069,0.9415486915444503,0.9583014944945744,0.11764705882352941,0.1652892561983471,0.010752688172043012,0.9459030458987853,0.05148005147981927,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__134节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__134节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__136节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,136节电池电压,0.442572741194487,0.9885805641153911,0.011762018956207149,0.9470138175128726,0.976818545159184,0.9352517985566655,0.9574468075304697,0.11764705882352941,0.1763085399449036,0.010309278350515464,0.9192417494531678,0.051501655817955516,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__136节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__136节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__15节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,15节电池电压,0.22052067381316998,0.5101497601485067,0.01766701766697426,0.9491049491026171,0.4924827424815324,0.9314379314356429,1.891310799746978,0.2638888888888889,0.2578740157480315,0.010526315789473684,0.4733590733579103,0.03621153621144724,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__15节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__15节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__193节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,193节电池电压,0.20520673813169985,0.4672900199203376,0.015615962984341888,0.7777777777756785,0.4516740569359957,0.7621618147913366,1.6874155187795585,0.23880597014925373,0.2702702702702703,0.01507537688442211,0.6910738384403943,0.21631000578310622,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__193节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__193节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__199节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,199节电池电压,0.222052067381317,0.5086834733880259,0.016122004357256324,0.9716464363497785,0.4925614690307696,0.9555244319925222,1.9399090065506586,0.21379310344827587,0.2504930966469428,0.0111731843575419,0.543280423279003,0.015094926859593238,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__199节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__199节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__204节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,204节电池电压,0.20673813169984687,0.47730093408974805,0.015873015872972324,0.7988111568336567,0.46142791821677576,0.7829381409606844,1.6967723632536964,0.23703703703703705,0.3365570599613153,0.01282051282051282,0.6003527336844203,0.19028022731674243,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__204节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__204节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__27节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,27节电池电压,0.23736600306278713,0.5846635683960022,0.005320940257275982,0.9532902269791852,0.5793426281387262,0.9479692867219092,1.6362843661810251,0.25806451612903225,0.2112676056338028,0.01775147928994083,0.5240924092394418,0.037280258638003216,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__27节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__27节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__44节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,44节电池电压,0.23736600306278713,0.5123797648722528,0.006709416933839104,0.9333214582567866,0.5056703479384137,0.9266120413229475,1.8324429013254264,0.2709677419354839,0.22132796780684105,0.026455026455026454,0.5328820805116747,0.05854411590057851,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__44节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__44节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__45节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,45节电池电压,0.222052067381317,0.5071856287413001,0.010094097519223043,0.9333903621306414,0.4970915312220771,0.9232962646114183,1.8573968872174087,0.2620689655172414,0.21301775147928995,0.011049723756906077,0.5578443113759093,0.06250356429982173,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__45节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__45节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__46节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,46节电池电压,0.23736600306278713,0.9223378327672724,0.006749156355428997,0.9226190476154152,0.9155886764118435,0.9158698912599863,1.0003071399363934,0.34838709677419355,0.09859154929577464,0.027972027972027972,0.37960254967979556,0.057883389576075084,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__46节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__46节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__50节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,50节电池电压,0.22052067381316998,0.5030694205380879,0.01233505450369948,0.9094664371750891,0.4907343660343884,0.8971313826713897,1.8281405235442227,0.2638888888888889,0.2637795275590551,0.014218009478672985,0.5755249569693535,0.08709122203077113,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__50节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__50节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__68节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,68节电池电压,0.20520673813169985,0.6429587482200767,0.009009009008983378,0.6638555849063279,0.6339497392110933,0.6548465758973445,1.0329629217598433,0.291044776119403,0.14092664092664092,0.011764705882352941,0.42106617895971804,0.3165007112366528,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__68节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__68节电池电压.png
单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__85节电池电压.png,2-203电池室（7、9）.xlsx,Sheet1,咸阳秦都西咸数据中心2号楼D203电力电池机房,9#UPS蓄电池组2,未知组,85节电池电压,0.22358346094946402,0.974606580825574,0.012773349683166102,0.8444716942534777,0.9618332311424079,0.8316983445703116,0.8647011943201098,0.2328767123287671,0.20553359683794467,0.0072992700729927005,0.3174126302868042,0.15113427345122132,discharge_like,放电型异常,存在内部谷底，且谷底后有持续回升，形态接近放电曲线,/mnt/nvme/projects/battery/output_ups_型号1/plots/单体XX电压/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__85节电池电压.png,/mnt/nvme/projects/battery/output_ups_型号1/plots_三分类/单体XX电压/放电型异常/单体XX电压__2-203电池室（7、9）.xlsx__Sheet1__咸阳秦都西咸数据中心2号楼D203电力电池机房__9#UPS蓄电池组2__未知组__85节电池电压.png
